Date,Time,Location,Operator,Flight #,Route,AC  Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"September 17, 1908",1718,"Fort Myer, Virginia",Military - U.S. Army,,Demonstration,Wright Flyer III,,1,2 (passengers:1 crew:1),1 (passengers:1 crew:0),0,"During a demonstration flight, a U.S. Army flyer flown by Orville Wright nose-dived into the ground from a height of approximately 75 feet, killing Lt. Thomas E. Selfridge, 26, who was a passenger. This was the first recorded airplane fatality in history. One of two propellers separated in flight, tearing loose the wires bracing the rudder and causing the loss of control of the aircraft. Orville Wright suffered broken ribs, pelvis and a leg. Selfridge suffered a crushed skull and died a short time later."
"September 07, 1909",,"Juvisy-sur-Orge, France",,,Air show,Wright Byplane,SC1,,1 (passengers:0 crew:1),1 (passengers:0 crew:0),0,"Eugene Lefebvre was the first pilot to ever be killed in an air accident, after his controls jambed while flying in an air show."
"July 12, 1912",0630,"Atlantic City, New Jersey",Military - U.S. Navy,,Test flight,Dirigible,,,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,"First U.S. dirigible Akron exploded just offshore at an altitude of 1,000 ft. during a test flight."
"August 06, 1913",,"Victoria, British Columbia, Canada",Private,,,Curtiss seaplane,,,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"The first fatal airplane accident in Canada occurred when American barnstormer, John M. Bryant, California aviator was killed."
"September 09, 1913",1830,Over the North Sea,Military - German Navy,,,Zeppelin L-1 (airship),,,20 (passengers:? crew:?),14 (passengers:? crew:?),0,The airship flew into a thunderstorm and encountered a severe downdraft crashing 20 miles north of Helgoland Island into the sea. The ship broke in two and the control car immediately sank drowning its occupants.
"October 17, 1913",1030,"Near Johannisthal, Germany",Military - German Navy,,,Zeppelin L-2 (airship),,,28 (passengers:? crew:?),28 (passengers:? crew:?),0,"Hydrogen gas which was being vented was sucked into the forward engine and ignited causing the airship to explode and burn at 3,000 ft..German Navy's Zeppelin airships L-4 and L-5 were blown out to sea in February 1915, never to be seen again."
"March 05, 1915",0100,"Tienen, Belgium",Military - German Navy,,,Zeppelin L-8 (airship),,,41 (passengers:0 crew:41),17 (passengers:0 crew:17),0,Crashed into trees while attempting to land after being shot down by British and French aircraft.
"September 03, 1915",1520,"Off Cuxhaven, Germany",Military - German Navy,,,Zeppelin L-10 (airship),,,19 (passengers:? crew:?),19 (passengers:? crew:?),0,"Exploded and burned near Neuwerk Island, when hydrogen gas, being vented, was ignited by lightning."
"July 28, 1916",,"Near Jambol, Bulgeria",Military - German Army,,,Schutte-Lanz S-L-10 (airship),,,20 (passengers:? crew:?),20 (passengers:? crew:?),0,"Crashed near the Black Sea, cause unknown."
"September 24, 1916",0100,"Billericay, England",Military - German Navy,,,Zeppelin L-32 (airship),,,22 (passengers:? crew:?),22 (passengers:? crew:?),0,Shot down by British aircraft crashing in flames.
"October 01, 1916",2345,"Potters Bar, England",Military - German Navy,,,Zeppelin L-31 (airship),,,19 (passengers:0 crew:19),19 (passengers:0 crew:19),0,Shot down in flames by the British 39th Home Defence Squadron.
"November 21, 1916",,"Mainz, Germany",Military - German Army,,,Super Zeppelin (airship),,,28 (passengers:? crew:?),27 (passengers:? crew:?),0,Crashed in a storm.
"November 28, 1916",2345,"Off West Hartlepool, England",Military - German Navy,,,Zeppelin L-34 (airship),,,20 (passengers:? crew:?),20 (passengers:? crew:?),0,Shot down by British anti-aircraft fire and aircraft and crashed into the North Sea.
"March 04, 1917",,"Near Gent, Belgium",Military - German Army,,,Airship,,,20 (passengers:? crew:?),20 (passengers:? crew:?),0,Caught fire and crashed.
"March 30, 1917",,Off Northern Germany,Military - German Navy,,,Schutte-Lanz S-L-9 (airship),,,23 (passengers:? crew:?),23 (passengers:? crew:?),0,Struck by lightning and crashed into the Baltic Sea.
"May 14, 1917",0515,"Near Texel Island, North Sea",Military - German Navy,,,Zeppelin L-22 (airship),,,21 (passengers:? crew:?),21 (passengers:? crew:?),0,"Crashed into the sea from an altitude of 3,000 ft. after being hit by British aircraft fire."
"June 14, 1917",0845,"Off Vlieland Island, North Sea",Military - German Navy,,,Zeppelin L-43 (airship),,,24 (passengers:? crew:?),24 (passengers:? crew:?),0,Shot down by British aircraft.
"June 17, 1917",,"Near Yarmouth, England",,,,Zepplin L-48 (air ship),L-48,,16 (passengers:? crew:?),14 (passengers:? crew:?),0,Shot down by aircraft.
"August 21, 1917",0700,Off western Denmark,Military - German Navy,,,Zeppelin L-23 (airship),,,18 (passengers:? crew:?),18 (passengers:? crew:?),0,Shot down by British aircraft.
"October 20, 1917",0745,"Near Luneville, France",Military - German Navy,,,Zeppelin L-44 (airship),,,18 (passengers:? crew:?),18 (passengers:? crew:?),0,Shot down by French anti-aircraft fire.
"April 07, 1918",2130,Over the Mediterranean,Military - German Navy,,,Zeppelin L-59 (airship),,,23 (passengers:? crew:?),23 (passengers:? crew:?),0,Exploded and crashed into the sea off the southern coast of Italy.
